cord_uid,type,sentence,sentence_tagged
y81k3wc0,full_text,36,period//NN November//NNP nasal//JJ washing//NNS obtain//VBN child//NNS hospitalize//VBN illness//NN institution//NN test//VBN presence//NN respiratory//JJ virus//NNS child//NNS median//JJ age//NN month//NNS range//NN month//NNS 
y81k3wc0,full_text,37,child//NNS test//VBN positive//JJ respiratory//JJ virus//NNS hbov//NN rhinovirus//NN 
y81k3wc0,full_text,38,hbov//NN positive//JJ child//NNS gastroenteric//JJ symptom//NNS clinical//JJ diagnosis//NN Exanthema//NNP subitum//NN 
y81k3wc0,full_text,39,study//NN period//NN hbov//NN frequently//RB find//VBD viral//JJ agent//NN table//NN child//NNS hospitalize//VBN ARI//NNP consistent//JJ recent//JJ report//NNS 
y81k3wc0,full_text,40,hbov//NN distribution//NN find//VBN Rome//NNP great//JJR previously//RB report//VBN italian//JJ child//NNS respiratory//JJ disease//NNS low//JJR report//VBN nearby//JJ european//JJ country//NNS 
y81k3wc0,full_text,41,hbov//NN infection//NNS equally//RB distribute//VBN male//JJ female//JJ child//NNS exactly//RB occur//VBD year//NN life//NN similarly//RB rsv//NN nonetheless//RB hbov//NN case//NN distribution//NN significantly//RB differ//VBD respiratory//JJ virus//NNS test//VBN percentage//NNS month//NNS age//NN 
y81k3wc0,full_text,42,seasonal//JJ prevalence//NN hbov//NN infection//NNS obvious//JJ small//JJ number//NN sample//NNS collect//VBN summer//NN cluster//NNS case//NNS spring//NN 
y81k3wc0,full_text,43,sample//NNS hbov//NN pathogen//NN identify//VBN indicate//VB etiological//JJ role//NN hbov//NN pneumonia//NN bronchiolitis//NN respiratory//JJ viral//JJ agent//NNS exclude//VBN 
y81k3wc0,full_text,44,percentage//NNS hbov//NN report//VBN previously//RB researcher//NNS rate//NNS consistent//JJ study//NN report//VBN study//NNS sensitive//JJ comprehensive//JJ diagnostic//JJ test//NNS 
y81k3wc0,full_text,45,undoubtedly//RB hbov//NN rate//NN high//JJR respiratory//JJ virus//NNS principle//NN high//JJ incidence//NN hbov//NN mild//JJ asymptomatic//JJ upper//JJ respiratory//JJ infection//NNS child//NNS long//JJ shedding//NN period//NN reactivation//NN prior//JJ acute//JJ infection//NNS 
y81k3wc0,full_text,46,attempt//NN clarify//VB HBoV//NNP seek//VBN child//NNS recover//VBN respiratory//JJ disease//NN hospitalize//VBN child//NNS respiratory//JJ symptom//NNS 
y81k3wc0,full_text,47,human//JJ bocavirus//NN long//RBR detectable//JJ second//JJ nasal//JJ washing//NNS take//VBN day//NNS child//NNS suggest//VBG limited//JJ period//NN viral//JJ shedding//NN child//NNS bronchiolitis//NN 
y81k3wc0,full_text,48,recent//JJ report//NN persistent//JJ hbov//NN shed//VBG month//NN observe//VBN patient//NNS significant//JJ underlying//JJ disease//NNS test//NNS perform//VBN healthy//JJ child//NNS 
y81k3wc0,full_text,49,difference//NNS study//NNS account//VBN fact//NN study//NN include//VB child//NNS underlie//VBG medical//JJ problem//NNS cause//VB immune//JJ suppression//NN prolonged//JJ hbov//NN shedding//NN 
y81k3wc0,full_text,50,study//NNS report//VBD case//NNS hbov//NN infection//NNS asymptomatic//JJ population//NNS differently//RB symptomatic//JJ control//NN population//NNS age//NN matching//NN different//JJ type//NNS specimen//NNS 
y81k3wc0,full_text,51,present//JJ study//NN child//NNS hospitalize//VBN disease//NNS test//VBN hbov//NN type//NN specimen//NN take//VBN physician//NNS month//NNS study//NN period//NN 
y81k3wc0,full_text,52,human//JJ bocavirus//NN detect//VBN child//NNS patient//NNS symptom//NNS gastroenteritis//NN exanthema//NN similar//JJ describe//VBN previously//RB hbov//NN infection//NNS 
y81k3wc0,full_text,53,number//NN possibility//NNS account//VB hbov//NN infection//NNS hospitalization//NN disease//NN hbov//NN infection//NN hospitalization//NN pathogen//NNS hbov//NN nosocomially//RB acquire//VBD report//VBN infant//NNS hospitalize//VBN birth//NN 
y81k3wc0,full_text,54,study//NN hbov//NN detectable//JJ plasma//NN child//NNS affect//VBN bronchiolitis//NN hbov//NN acute//JJ infection//NN 
y81k3wc0,full_text,55,italian//JJ paper//NN report//VBD hbov//NN viremia//NN child//NN gastroenteric//JJ symptom//NNS patient//NNS respiratory//JJ disease//NN test//VBN negative//JJ 
y81k3wc0,full_text,56,hand//NN hbov//NN detect//VBN serum//NN sample//NNS serum//NN sample//NNS wheezing//JJ child//NNS author//NNS conclude//VBD occurrence//NN hbov//NN viremia//NN associate//VBN hbov//NN high//JJ viral//JJ load//NN respiratory//JJ sample//NNS link//VBN time//NN episode//NNS acute//JJ wheezing//NN 
y81k3wc0,full_text,57,series//NN sample//NNS accurate//JJ quantitative//JJ analysis//NN hbov//NN dna//NN require//VBN clarify//VB issue//NN hbov//NN localized//JJ systemic//JJ infection//NN ARI//NNP 
y81k3wc0,full_text,58,hbov//NN sole//JJ viral//JJ pathogen//NN detect//VBN case//NNS pneumonia//NN bronchiolitis//NN test//VBN nearly//RB respiratory//JJ virus//NNS hbov//NN likely//JJ agent//NN responsible//JJ tract//NN disease//NNS 
y81k3wc0,full_text,59,principle//NN case//NNS attribute//VBN hbov//NN bacterial//JJ study//NN like//IN ARI//NNP child//NNS bacteria//NNS search//VBN 
y81k3wc0,full_text,60,clinical//JJ datum//NNS patient//NNS epidemiology//NN pneumonia//NN bronchiolitis//NN especially//RB year//NN age//NN point//VB bacterial//JJ infection//NNS 
y81k3wc0,full_text,61,order//NN investigate//VB possibility//NN common//JJ source//NN hbov//NN infection//NN child//NNS pneumonia//NN bronchiolitis//NN temporally//RB related//JJ sequencing//NN datum//NNS amplify//VBD fragment//NNS compare//VBN 
y81k3wc0,full_text,62,difference//NNS amino//NN acid//NN sequence//NNS find//VBN possibly//RB low//JJ variability//NN hbov//NN gene//NNS 
y81k3wc0,full_text,63,fact//NN closely//RB related//JJ genotype//NNS far//RB describe//VBN nucleotide//NN difference//NNS gene//NNS 
y81k3wc0,full_text,64,conclusion//NN datum//NNS indicate//VB hbov//NN widely//RB circulate//VBG respiratory//JJ virus//NN infect//VBZ patient//NNS mainly//RB year//NN life//NN probably//RB cause//VBG subclinical//JJ manifestation//NNS occasionally//RB severe//JJ respiratory//JJ disease//NNS pneumonia//NN bronchiolitis//NN 
y81k3wc0,full_text,65,high//JJ prevalence//NN child//NNS hbov//NN etiological//JJ role//NN definitely//RB prove//VBN isolate//VBG virus//NN testing//NN immunity//NN 
y81k3wc0,full_text,66,future//JJ prospective//JJ study//NNS standardized//JJ procedure//NNS sampling//NN quantitative//JJ detection//NN viral//JJ particle//NNS essential//JJ study//VB hbov//NN pathogenicity//NN biological//JJ property//NNS eventually//RB establish//VB correlation//NN viral//JJ load//NN severity//NN clinical//JJ symptom//NNS 
ocbygkyb,abstract,0,engage//VBG cytotoxicity//NN adcc//NN killing//NN cell//NNS secretion//NN antiviral//JJ cytokine//NNS chemokine//NNS incorporate//VBN important//JJ feature//NNS design//NN universal//JJ influenza//NN vaccine//NNS 
ocbygkyb,abstract,1,investigation//NN adcc//NN epitope//NNS highly//RB immunogenic//JJ influenza//NN hemagglutinin//NN ha//NN head//NN region//NN rarely//RB report//VBN 
ocbygkyb,abstract,2,study//NN determine//VBD adcc//NN antiviral//JJ activity//NNS putative//JJ adcc//NN epitope//NNS designate//VBN ha//NN head//NN pandemic//JJ influenza//NN virus//NN vitro//FW lethal//JJ mouse//NN model//NN 
ocbygkyb,abstract,3,datum//NNS demonstrate//VBD sera//NN mouse//NNS induce//VB high//JJ adcc//NN activity//NNS 
ocbygkyb,abstract,4,importantly//RB induction//NN adcc//NN response//NN modestly//RB decrease//VBD viral//JJ load//NN lung//NNS mouse//NNS 
ocbygkyb,abstract,5,elevated//JJ adcc//NN significantly//RB increase//VBD mouse//NN alveolar//JJ damage//NN mortality//NN group//NN p//NN 
ocbygkyb,abstract,6,phenotype//NN potentially//RB exaggerated//JJ inflammatory//JJ cell//NN infiltration//NN trigger//VBN adcc//NN upregulated//JJ release//NN cytotoxic//JJ granule//NNS perforin//NN observe//VBN lung//NN tissue//NN mouse//NNS influenza//NN virus//NN challenge//NN 
ocbygkyb,abstract,7,overall//RB datum//NNS suggest//VBD adcc//NN elicit//VBN certain//JJ domain//NNS ha//NN head//NN region//NN detrimental//NN protective//JJ effect//NN influenza//NN virus//NN infection//NN 
ocbygkyb,abstract,8,future//JJ design//NN universal//JJ influenza//NN vaccine//NN shall//MD strike//VB balance//NN induction//NN protective//JJ immunity//NN potential//JJ effect//NNS adcc//NN 
ocbygkyb,abstract,9,keyword//NNS cytotoxicity//NN influenza//NN virus//NN hemagglutinin//NN lung//NN damage//NN mice//VBZ resultant//JJ plasmid//NN dna//NN μg//NN mouse//NNS dna//NN quantitative//JJ rna//NN extraction//NN reverse//JJ transcription//NN qpcr//NN perform//VBN previously//RB describe//VBN 
ocbygkyb,abstract,10,brief//NN total//JJ rna//NN extract//VBN 
ocbygkyb,full_text,0,influenza//NN virus//NNS major//JJ zoonotic//JJ pathogen//NNS continuously//RB cause//VBN global//JJ health//NN concern//NNS high//JJ propensity//NN unpredictable//JJ genetic//JJ mutation//NN major//JJ surface//NN antigen//NNS hemagglutinin//NN ha//NN neuramindase//NN 
ocbygkyb,full_text,1,antiviral//NNS vaccine//NNS vital//JJ combat//VBG threat//NN influenza//NN epidemic//NNS pandemic//NNS 
ocbygkyb,full_text,2,increase//VBG usage//NN licensed//JJ antiviral//NNS result//VBN global//JJ emergence//NN strain//NNS influenza//NN virus//NN 
ocbygkyb,full_text,3,typical//JJ example//NNS include//VBP worldwide//JJ spread//NN adamantine//JJ resistant//JJ virus//NNS seasonal//JJ virus//NNS pandemic//JJ virus//NNS virus//NNS 
ocbygkyb,full_text,4,hand//NN seasonal//JJ influenza//NN vaccine//NNS update//VBN annually//RB continuous//JJ antigenic//JJ drift//NN shift//NN 
ocbygkyb,full_text,5,mismatch//NN vaccinate//VBN formulation//NNS natural//JJ selection//NN considerably//RB limit//VB effectiveness//NN influenza//NN vaccine//NNS 
ocbygkyb,full_text,6,neutralize//VBG antibody//NNS traditionally//RB think//VBN provide//VB protection//NN influenza//NN virus//NNS 
ocbygkyb,full_text,7,effectiveness//NN induce//VBN vaccine//NNS limit//VBN emergence//NN mutant//JJ virus//NNS resistant//JJ neutralization//NN 
ocbygkyb,full_text,8,regard//NN quest//NN universal//JJ influenza//NN vaccine//NNS fuel//VBN interest//NN broadly//JJ reactive//JJ antibody//NNS addition//NN direct//JJ virus//NN neutralization//NNS 
ocbygkyb,full_text,9,cytotoxicity//NN adcc//NN use//VBZ effector//NN arm//NNS innate//JJ adaptive//JJ immune//JJ response//NNS eliminate//VB target//NN cell//NNS 
ocbygkyb,full_text,10,natural//JJ killer//NN nk//NN cell//NNS trigger//VBN specific//JJ adcc//NN antibody//NNS mediate//VBP clearance//NN cell//NNS 
ocbygkyb,full_text,11,nk//NN cell//NN receptor//NN recognize//VBZ fc//NN portion//NN antibody//NNS turn//NN bind//VBP antigen//NNS cell//NNS 
ocbygkyb,full_text,12,interaction//NN induce//VBZ degranulation//NN nk//NN cell//NNS release//VB secretion//NN antiviral//JJ cytokine//NNS tumor//NN necrosis//NN 
ocbygkyb,full_text,13,adcc//NN invoke//VB protective//JJ immune//JJ response//NN infection//NNS broad//JJ array//NN virus//NNS adcc//NN antibody//NN response//NN incorporate//VBN important//JJ feature//NNS potential//JJ universal//JJ vaccine//NN candidate//NNS World//NNP Health//NNP Organization//NNP 
ocbygkyb,full_text,14,notably//RB multiple//JJ component//NNS influenza//NN virus//NNS know//VBN induce//VB adcc//NN include//VBG viral//JJ surface//NN protein//NNS ha//NN ectodomain//NN internal//JJ protein//NNS include//VBG NP//NNP 
ocbygkyb,full_text,15,glycoprotein//NN ha//NN consist//VBZ functional//JJ domain//NNS immunodominant//JJ globular//JJ head//NN domain//NN conserve//VBN stalk//NN domain//NN 
ocbygkyb,full_text,16,conventionally//RB neutralize//VBG antibody//NN response//NN influenza//NN virus//NN dominate//VBN antibody//NNS target//VBP head//NN region//NN block//VBP virus//NN site//NN 
ocbygkyb,full_text,17,compare//VBN bulky//JJ globular//JJ ha//NN head//NN ha//NN stem//NN region//NN far//RB immunogenic//JJ antibody//NNS direct//VBN domain//NN occur//VBP relatively//RB low//JJ frequency//NN 
ocbygkyb,full_text,18,rare//JJ class//NN neutralize//VBG antibody//NNS target//VBP conserve//VBN site//NN ha//NN stem//NN report//VBN recently//RB shed//VB new//JJ light//NN development//NN universal//JJ influenza//NN vaccine//NNS 
ocbygkyb,full_text,19,previously//RB identify//VBN putative//JJ adcc//NN epitope//NNS map//VBD ha//NN head//NN pandemic//JJ influenza//NN virus//NN 
ocbygkyb,full_text,20,epitope//NNS designate//VBN reveal//VBN epitope//NN mapping//NN plasma//NN igg//NN antibody//NNS human//JJ subject//NNS dominant//JJ highly//RB conserve//VBN 
ocbygkyb,full_text,21,study//NN dissect//VBD function//NN adcc//NN epitope//NNS vitro//FW lethal//JJ mouse//NN model//NN 
ocbygkyb,full_text,22,surprisingly//RB result//NNS demonstrate//VBD adcc//NN response//NN elicit//VBN epitope//NN trigger//VBD detrimental//NN protective//JJ effect//NN influenza//NN virus//NN infection//NN 
ocbygkyb,full_text,23,antiviral//JJ efficacy//NN provide//VBN adcc//NN antibody//NNS confirm//VBN datum//NNS raise//VBD concern//NNS effect//NN certain//JJ ha//NN head//NN epitope//NNS devise//VBG universal//JJ influenza//NN vaccine//NN 
ocbygkyb,full_text,24,regard//NN study//NN suggest//VBD delicate//JJ balance//NN protective//JJ immunity//NN induction//NN adcc//NN maintain//VBN important//JJ consideration//NN evaluate//VBG vaccine//NN safety//NN 
ocbygkyb,full_text,25,cell//NN line//NN derive//VBN mouse//NN lung//NN adenoma//NN maintain//VBN medium//NN Gibco//NNP supplement//VBD fetal//JJ bovine//JJ serum//NN fbs//NN penicillin//NN streptomycin//NN 
ocbygkyb,full_text,26,peripheral//JJ blood//NN mononuclear//JJ cell//NNS pbmc//NNS prepare//VBN separation//NN heparinized//JJ blood//NN obtain//VBN healthy//JJ mouse//NNS week//NNS old//JJ 
ocbygkyb,full_text,27,prepare//VB adcc//NN target//NN cell//NNS cell//NNS transfecte//VBN ha//NN expression//NN plasmid//NN base//VBN cdna//NN fragment//NN influenza//NN virus//NN strain//NN 
ocbygkyb,full_text,28,specifically//RB ha//NN fragment//NN clone//VBN mammalian//JJ expression//NN vector//NN plasmid//NN contain//VBG mouse//NN fc//NN gene//NN 
ocbygkyb,full_text,29,pandemic//JJ influenza//NN virus//NN strain//NN vitro//FW virus//NN infection//NN version//NN propagate//VBN embryonate//VBN hen//NNS egg//NNS utilize//VBN vivo//FW experiment//NN 
ocbygkyb,full_text,30,virus//NNS store//VBN c//NN aliquot//NN titrate//VBN standard//JJ plaque//NN assay//NN 
ocbygkyb,full_text,31,experiment//NNS live//JJ virus//NNS conduct//VBN biosafety//NN level//NN facility//NNS describe//VBN previously//RB 
ocbygkyb,full_text,32,female//JJ mouse//NNS week//NNS old//JJ keep//VBN biosafety//NN level//NN housing//NN give//VBN access//NN standard//JJ pellet//NN feed//NN water//NN ad//NN libitum//NN 
ocbygkyb,full_text,33,experimental//JJ protocol//NNS follow//VBD standard//JJ operating//NN procedure//NNS biosafety//NN level//NN animal//NN facility//NNS approve//VBN Animal//NNP Ethics//NNP Committee//NNP University//NNP Hong//NNP Kong//NNP 
ocbygkyb,full_text,34,vaccination//NNS carry//VBN immunize//VB mouse//NNS ha//NN epitope//NNS dna//NN priming//NN protein//NN boost//NN 
ocbygkyb,full_text,35,pbs//NN negative//JJ control//NN 
ocbygkyb,full_text,36,specify//VBN vaccination//NN scheme//NN list//VBN table//NN 
ocbygkyb,full_text,37,prepare//VB dna//NN plasmid//NNS fragment//NN clone//VBN mammalian//JJ expression//NN vector//NN describe//VBN ha//NN plasmid//NN construction//NN 
ocbygkyb,full_text,38,resultant//JJ plasmid//NN dna//NN μg//NN mouse//NNS dna//NN priming//NN mouse//NNS electroporation//NN 
ocbygkyb,full_text,39,prepare//VB protein//NN vaccination//NN recombinant//JJ ha//NN fusion//NN protein//NNS express//VBN FreeStyle//NNP transient//JJ expression//NN system//NN invitrogen//NN purify//VBN protein//NN affinity//NN GE//NNP Healthcare//NNP 
ocbygkyb,full_text,40,subsequently//RB protein//NNS dialyze//VBN concentrate//VBN Vivaspin//NNP centrifugal//JJ concentrator//NN GE//NNP Healthcare//NNP follow//VBN protein//NN boost//VBG intramuscular//JJ route//NN 
ocbygkyb,full_text,41,mouse//NN receive//VBD μg//IN protein//NN protein//NN boost//VBG 
ocbygkyb,full_text,42,sera//NN obtain//VBN day//NN postimmununization//NN virus//NN challenge//NN 
ocbygkyb,full_text,43,antibody//NN titer//NNS raise//VBD ha//NN mouse//NN sera//NN evaluate//VBN elisa//NN previously//RB describe//VBN modification//NNS 
ocbygkyb,full_text,44,mouse//NN sera//NN collect//VBD group//NN take//VBN background//NN control//NN 
ocbygkyb,full_text,45,immunized//JJ mouse//NNS inoculate//VBN lethal//JJ dose//NN pandemic//JJ influenza//NN virus//NN intranasal//JJ route//NN 
ocbygkyb,full_text,46,animal//NN survival//NN body//NN weight//NN monitor//VBN daily//RB day//NNS virus//NN challenge//NN 
ocbygkyb,full_text,47,body//NN weight//NN loss//NN set//VBN humane//NN endpoint//NN 
ocbygkyb,full_text,48,mouse//NNS group//NN randomly//RB select//VBN euthanize//VBD day//NN respectively//RB 
ocbygkyb,full_text,49,mouse//NN lung//NNS collect//VBN euthanized//JJ mouse//NNS 
ocbygkyb,full_text,50,half//NN lung//NN tissue//NNS harvest//VBN virus//NN titration//NN method//NNS half//NN immediately//RB fix//VBN PBS//NNP buffer//VBD formaldehyde//NN histopathological//JJ analysis//NNS describe//VBN previously//RB 
ocbygkyb,full_text,51,slide//NNS examine//VBN blinded//JJ manner//NN score//VBD semiquantitative//JJ system//NN accord//VBG relative//JJ degree//NN inflammation//NN tissue//NN damage//NN 
ocbygkyb,full_text,52,inflammation//NN score//VBN follow//VBZ inflammation//NN perivascular//JJ cuff//NN inflammatory//JJ cell//NNS mild//JJ inflammation//NN extend//VBG lung//NN moderate//JJ inflammation//NN lung//NN severe//JJ inflammation//NN involve//VBG half//NN lung//NN 
ocbygkyb,full_text,53,cytotoxicity//NN activity//NN reflect//VBN rate//NN cell//NN death//NN measure//VBN flow//NN assay//NN describe//VBN previously//RB modification//NNS 
ocbygkyb,full_text,54,generally//RB dye//NN Sigma//NNP utilize//VBN label//VB target//NN cell//NNS cell//NNS d//NN invitrogen//NN stain//VB dead//JJ cell//NNS mediate//VBN adcc//NN activity//NN 
ocbygkyb,full_text,55,experimentally//RB target//NN cell//NNS unlabeled//JJ effector//NN cell//NNS pbmc//NNS prepare//VBN rpmi//NN medium//NN Gibco//NNP contain//VBG fbs//NN cell//NN density//NN respectively//RB 
ocbygkyb,full_text,56,subsequently//RB μl//NN target//NN cell//NNS dispense//VBN plate//NN follow//VBN addition//NN μl//NN mouse//NN serum//NN 
